Attachments,Link Count,Word Count,Uppercase Count,Exclamation Count,Question Count,Dollar Count,Punctuation Count,HTML Tags Count,Spam Indicator
0,0,118,57,5,3,1,11,0,1
3,4,191,129,5,1,1,7,4,1
1,8,60,48,1,0,0,11,3,1
2,2,16,8,0,0,1,0,4,0
3,9,255,159,3,1,1,13,0,0
3,0,128,125,3,1,0,5,0,0
0,8,281,230,4,2,1,15,2,1
1,10,183,136,1,0,0,7,2,1
1,0,115,34,1,3,1,6,4,1
2,6,294,276,3,0,0,9,2,1
0,0,107,69,5,2,0,7,5,1
1,4,164,128,2,2,0,12,4,0
3,6,176,17,0,1,1,0,5,0
1,4,207,163,0,2,0,3,3,1
0,8,128,104,3,3,2,12,2,1
0,6,133,15,0,0,0,9,3,0
0,6,117,20,2,0,0,5,3,1
0,8,148,36,1,0,1,5,2,0
1,3,114,90,4,0,0,8,0,0
1,0,146,133,5,2,2,0,2,0
0,4,175,94,1,2,1,2,4,0
3,3,252,64,3,0,0,6,2,1
1,9,298,263,0,3,0,15,1,0
2,4,56,22,3,1,2,11,5,1
1,4,132,40,5,3,1,4,4,1
3,0,265,183,4,0,1,6,4,0
1,3,257,245,4,3,1,6,0,1
1,8,282,106,2,0,0,9,0,0
0,8,300,42,5,1,2,4,5,0
3,6,207,140,1,2,1,10,3,0
2,5,276,271,0,3,1,9,2,0
3,4,158,46,5,3,0,9,2,1
2,8,298,192,0,1,2,7,0,1
0,9,16,2,2,0,0,11,1,1
0,7,99,3,3,1,2,12,5,0
1,5,234,33,1,2,1,3,4,1
2,1,190,130,0,2,1,3,1,0
0,10,207,107,2,2,2,11,4,1
0,9,86,41,4,3,0,3,3,0
0,8,293,152,0,2,2,2,5,0
1,5,36,1,1,0,2,1,4,0
0,9,43,12,4,3,1,14,0,0
3,3,81,42,5,0,0,2,3,1
0,8,11,10,3,1,1,9,3,0
3,3,69,69,1,1,2,11,4,1
1,8,141,29,4,3,2,5,0,0
2,8,287,212,5,2,1,8,2,0
1,6,197,69,0,2,0,0,1,1
3,6,253,51,4,3,2,9,4,1
0,2,99,38,4,1,2,3,1,1
0,9,86,13,5,0,0,7,5,1
3,5,114,58,5,2,0,2,0,1
0,10,56,43,5,0,0,0,2,0
3,0,132,50,3,0,0,5,4,1
2,1,245,123,0,0,1,2,5,1
2,7,217,215,1,2,1,6,4,0
2,10,194,73,1,1,1,2,0,0
3,4,96,0,1,3,0,8,1,1
3,5,36,8,2,1,2,11,0,1
1,1,70,11,1,3,0,7,1,0
3,0,240,114,1,3,2,13,3,1
2,0,132,31,0,2,1,6,3,0
0,3,249,35,1,2,0,0,5,1
0,2,102,79,5,3,1,7,2,1
0,5,77,8,1,0,1,15,4,1
1,0,19,4,2,0,0,11,0,1
2,3,15,8,4,1,0,5,3,0
0,10,195,59,4,3,1,6,5,1
2,4,262,184,4,0,1,6,2,0
3,7,208,163,2,2,2,13,1,0
1,2,23,17,0,1,2,10,4,1
0,2,94,72,5,0,0,7,5,0
0,4,279,193,5,3,0,7,5,0
2,8,265,240,4,2,1,7,2,1
0,2,144,35,3,0,1,7,5,0
3,2,191,109,1,1,1,5,1,1
0,4,120,69,0,1,0,12,4,0
2,5,86,45,4,2,0,14,0,0
3,7,118,47,0,2,0,13,2,1
1,2,56,44,5,2,0,9,5,1
0,6,45,43,3,0,0,5,3,0
1,5,128,115,1,0,0,0,5,0
2,7,296,203,2,1,1,14,3,1
0,9,139,60,5,0,0,13,3,0
3,0,206,35,1,0,2,11,5,0
2,8,77,12,1,0,0,0,1,1
2,2,74,31,5,3,2,6,1,0
2,1,62,58,3,0,0,6,1,0
1,5,225,188,1,2,2,11,1,1
2,7,166,107,0,3,0,11,4,0
1,4,96,45,1,3,1,15,4,1
3,4,31,27,2,0,1,9,4,1
0,6,64,57,3,0,0,14,5,0
0,6,137,68,5,1,1,8,4,0
1,7,61,21,0,0,2,15,5,1
1,1,256,154,3,2,0,13,3,0
3,6,125,54,4,2,0,11,4,0
0,9,150,101,4,2,1,5,0,1
1,8,208,125,3,0,0,13,0,0
0,1,112,48,0,1,1,5,2,0
1,7,286,220,2,1,1,10,1,1
1,6,28,11,3,2,0,7,4,0
0,0,22,21,3,1,0,11,4,1
2,9,285,137,0,3,1,14,4,1
0,3,56,40,5,1,2,10,1,0
3,9,203,10,5,0,2,6,5,1
2,7,114,15,0,2,1,6,5,1
1,4,272,232,5,3,0,5,0,0
0,2,73,9,5,1,1,5,4,1
0,9,165,27,4,3,1,3,1,0
1,3,224,221,3,0,0,0,5,1
3,7,24,12,3,1,2,2,3,0
1,4,22,10,5,0,1,0,5,1
1,8,159,17,1,3,1,12,3,0
1,3,137,35,2,2,2,4,0,1
3,3,89,70,5,2,1,6,4,0
2,4,88,86,4,3,2,10,4,1
0,5,229,38,5,1,0,14,5,0
2,7,144,114,2,2,0,8,0,1
3,3,278,68,0,3,2,7,2,1
0,9,187,41,5,1,2,8,2,0
2,6,121,63,5,1,1,3,0,0
2,6,185,156,3,3,2,11,0,0
0,5,197,192,5,3,2,6,3,1
0,5,262,213,3,0,0,11,4,0
3,8,178,91,2,3,2,6,5,1
0,1,287,206,4,0,0,14,2,0
3,3,169,168,2,1,2,7,5,0
0,4,119,36,0,1,2,1,4,0
2,10,218,175,5,0,1,9,3,1
2,8,219,36,1,0,2,3,4,1
0,4,270,192,5,0,1,6,5,1
1,8,257,3,0,2,2,8,5,1
3,9,52,4,0,3,1,0,5,0
3,4,188,127,4,3,1,0,5,1
2,6,59,6,0,2,0,5,2,1
3,1,153,21,1,1,0,2,3,1
2,1,193,123,4,2,0,10,1,0
3,6,136,67,5,2,2,0,5,1
3,7,152,20,4,3,2,3,1,0
2,0,53,13,5,0,1,6,0,0
1,8,244,48,4,0,2,11,0,0
1,2,72,40,3,2,1,13,0,1
2,5,91,18,5,3,2,2,1,1
2,9,115,91,1,1,0,12,1,0
0,7,187,98,1,0,1,10,1,0
1,5,41,10,2,0,0,8,4,0
3,4,154,119,4,0,1,1,3,0
0,5,79,53,4,0,1,4,2,1
0,1,252,131,1,3,2,4,1,0
3,0,53,39,4,2,0,12,5,1
1,2,102,2,2,0,1,3,0,1
2,6,126,76,4,1,2,14,0,0
0,1,49,30,0,3,1,4,4,0
3,4,192,179,5,2,1,15,4,0
2,10,158,103,5,3,1,8,2,1
3,3,101,23,2,1,1,14,3,0
3,8,171,41,0,2,2,2,2,1
1,8,146,59,1,0,1,6,2,0
1,6,192,5,2,0,0,0,4,0
2,0,204,29,2,1,0,14,4,1
0,10,87,16,1,1,0,13,5,0
3,6,135,130,4,1,0,2,2,1
0,4,295,254,2,0,0,13,3,0
3,5,279,253,4,1,0,3,1,1
1,5,86,22,3,3,0,5,1,1
0,9,194,115,4,0,0,8,3,1
3,4,47,15,3,1,1,8,5,0
1,6,240,96,1,2,2,11,2,0
2,0,192,123,0,0,0,3,4,0
0,10,214,93,2,0,1,3,5,0
1,1,245,113,5,0,2,10,0,1
0,10,295,224,4,2,2,13,0,1
3,6,276,22,1,3,2,5,1,0
3,2,283,106,2,3,0,13,1,0
3,1,248,199,3,3,2,15,3,0
0,7,135,54,2,2,1,10,1,0
3,1,195,10,5,1,2,15,2,1
3,9,97,92,5,1,2,6,5,1
0,3,270,38,0,1,0,10,5,1
2,0,50,39,1,1,0,10,5,0
1,2,243,107,0,2,2,13,3,0
1,6,80,16,3,1,0,5,3,1
1,5,281,255,3,3,0,15,1,0
2,10,236,75,4,1,0,7,4,1
0,7,123,98,1,2,0,13,1,0
0,8,117,20,3,3,1,15,5,0
0,10,136,97,5,0,2,14,2,0
3,4,107,28,3,2,2,3,1,0
1,10,82,11,4,1,1,14,4,0
2,5,199,102,5,2,2,9,3,1
2,3,107,104,3,1,0,0,1,0
0,5,294,162,4,3,2,5,2,0
0,1,293,142,2,3,2,1,3,0
3,5,133,120,2,0,1,9,1,0
2,0,31,3,5,1,2,14,1,0
0,1,61,24,0,1,1,3,5,1
2,6,251,157,3,2,2,11,3,1
2,9,165,159,0,0,0,13,5,1
1,1,259,0,3,0,2,4,5,1
2,6,230,172,2,1,2,1,1,0
0,10,20,15,3,1,2,5,4,1
1,1,265,170,5,1,0,1,1,0
3,2,211,157,4,0,1,7,4,1
1,6,271,219,5,2,1,7,2,1
2,3,102,61,2,0,0,10,2,1
2,7,140,98,5,3,0,11,0,0
1,2,109,36,3,2,2,2,0,1
3,8,176,93,3,0,0,3,1,0
3,6,86,19,3,1,1,14,4,1
2,4,220,91,2,2,2,11,0,1
1,4,125,48,1,1,1,1,3,0
3,4,232,84,0,3,2,7,0,0
1,0,225,97,5,0,1,14,5,0
2,8,289,171,0,3,1,7,5,0
3,3,177,74,2,3,1,14,0,0
0,2,160,125,3,0,2,11,0,1
1,3,241,221,1,0,0,7,4,1
3,1,15,7,4,2,2,15,0,1
3,10,149,21,3,3,2,9,4,0
0,6,20,18,0,0,2,10,4,0
1,10,264,259,5,1,0,1,2,0
2,4,79,67,0,2,1,6,1,0
2,1,199,1,4,1,0,10,2,1
0,7,123,58,3,3,1,2,3,1
2,10,119,22,2,1,1,1,1,1
0,7,145,54,0,2,2,5,3,1
2,7,90,31,3,3,2,14,0,0
3,2,53,9,3,0,2,1,4,1
2,4,205,107,4,1,2,15,0,0
2,9,124,36,2,0,1,2,5,0
3,8,17,7,5,1,0,9,3,0
3,6,218,13,5,1,0,3,0,1
3,1,57,22,0,3,2,5,4,0
3,6,200,104,3,0,2,10,0,0
0,2,23,20,3,2,2,5,0,1
2,8,287,164,3,3,0,10,1,0
3,0,54,5,1,3,2,10,5,0
0,3,135,25,4,2,2,7,1,0
1,0,169,150,3,1,1,5,2,0
1,5,27,19,4,3,1,2,2,0
3,7,248,163,0,1,1,8,1,1
0,3,292,150,2,3,1,4,2,1
0,5,113,64,1,1,2,6,2,1
2,2,65,63,2,1,1,10,0,0
0,7,299,67,3,1,1,10,5,0
2,10,78,15,5,1,1,0,0,1
3,2,136,61,0,0,1,6,3,1
0,3,155,69,3,3,0,8,4,1
2,8,200,19,2,3,1,11,1,1
3,5,168,102,2,1,2,8,0,1
2,6,193,13,2,1,0,9,1,1
2,2,35,25,3,2,1,5,0,0
1,8,196,142,3,3,0,5,4,0
3,0,174,0,1,0,2,3,3,1
2,5,270,50,1,1,2,15,3,0
1,3,278,185,3,3,2,9,5,1
3,5,234,178,2,0,0,11,1,0
2,3,205,113,0,3,2,3,2,1
2,0,27,1,1,1,1,15,3,1
1,7,81,7,2,2,2,2,5,1
3,1,183,133,1,1,0,5,0,0
2,4,107,54,5,2,1,15,1,0
2,0,31,1,0,2,2,14,5,1
1,1,181,144,3,2,1,0,1,0
3,7,122,39,4,0,1,3,4,0
2,0,107,22,5,1,0,3,3,0
3,8,229,17,3,3,1,13,1,1
0,6,122,113,3,3,0,11,0,0
1,8,145,129,2,1,0,1,4,0
1,9,29,0,3,0,0,15,2,0
2,2,156,73,5,1,2,0,4,1
3,10,253,132,4,0,0,12,5,0
3,6,90,54,0,3,1,7,3,1
3,10,139,105,2,1,0,1,0,1
0,1,297,267,1,2,1,4,5,1
2,4,26,0,4,2,0,8,0,1
3,0,110,39,3,3,0,13,1,0
1,5,28,10,4,0,0,10,2,1
2,1,80,23,0,1,2,5,0,0
3,6,201,103,0,1,2,12,0,0
1,0,187,49,3,3,0,13,0,1
0,10,24,4,4,1,0,9,3,1
2,3,275,77,3,3,2,11,2,1
1,0,170,83,5,0,1,1,3,1
0,5,131,100,1,0,0,0,3,1
0,5,78,31,5,0,0,2,4,0
1,2,165,84,2,3,1,0,5,1
1,3,84,20,0,3,0,14,0,0
2,4,48,29,5,3,2,3,4,1
0,3,222,122,2,1,2,7,5,1
2,0,231,159,0,1,2,10,3,1
1,2,55,48,0,0,1,0,1,0
0,6,215,89,5,1,1,3,0,1
1,0,202,24,5,0,1,3,3,0
3,2,299,118,4,1,0,5,0,1
0,6,191,189,2,1,2,2,4,1
2,7,149,40,4,0,0,0,5,0
1,1,24,1,2,3,0,5,2,0
1,8,71,8,3,0,0,5,2,0
3,4,49,20,3,3,0,9,2,0
1,6,169,5,1,2,0,7,1,0
0,9,48,22,3,2,2,1,0,0
2,8,156,101,0,1,0,6,0,0
2,2,264,103,3,3,1,7,5,0
0,3,295,196,3,0,1,10,3,1
3,4,277,68,4,3,1,15,1,0
2,0,122,102,5,3,1,7,2,0
2,6,136,82,5,2,2,0,4,1
0,7,27,16,3,1,0,11,3,1
3,2,227,124,3,1,2,12,1,1
1,3,170,86,0,0,0,0,0,0
1,5,179,42,4,0,2,1,0,0
2,2,45,10,5,3,2,0,0,1
3,2,93,45,4,0,0,10,2,0
0,2,241,68,3,2,1,9,2,1
3,6,63,46,3,1,0,11,3,1
0,6,252,143,5,0,2,2,0,0
0,3,152,107,4,1,1,13,3,1
1,1,207,53,1,2,2,10,2,0
1,3,165,103,2,0,0,9,0,1
3,8,262,27,0,2,2,10,0,0
2,4,130,93,5,0,2,14,4,0
1,0,149,18,4,1,1,14,0,0
1,9,32,28,2,0,1,4,4,1
1,8,30,14,3,0,2,4,0,1
2,10,99,48,5,2,2,0,2,0
1,8,174,148,4,3,0,8,5,1
0,7,72,9,2,2,1,1,1,0
1,4,131,70,2,3,2,3,4,1
0,9,241,50,0,2,0,10,1,1
2,3,268,244,5,3,1,9,0,1
3,9,67,63,2,1,0,7,4,0
3,9,285,49,4,0,2,11,1,0
3,2,180,31,4,0,0,2,3,0
3,8,163,63,3,1,1,2,4,0
2,2,245,124,1,2,0,15,1,1
3,2,54,8,4,1,2,2,2,0
3,8,194,14,5,3,0,10,1,1
0,8,174,24,2,3,1,6,3,0
0,3,254,153,0,2,0,7,3,0
0,3,277,225,4,3,2,0,2,0
2,1,291,37,5,3,1,8,3,0
0,0,178,173,4,1,2,11,1,0
0,5,172,89,3,0,1,5,1,1
2,7,174,25,2,0,0,7,2,0
2,10,188,51,0,3,0,10,4,1
3,0,225,165,3,1,0,12,5,1
1,2,183,145,5,1,2,13,0,0
3,8,283,48,3,0,2,6,3,0
3,4,231,164,2,2,0,1,4,0
3,4,55,23,1,3,1,7,1,0
2,7,250,154,4,1,1,5,5,1
2,5,73,62,1,1,1,15,2,0
1,0,124,102,2,0,0,8,0,0
1,1,179,96,5,1,1,11,4,0
2,9,159,136,4,2,2,11,4,0
3,10,244,39,3,0,1,11,1,1
1,8,29,18,0,1,0,11,3,1
2,10,91,3,0,0,0,11,5,1
3,9,44,3,2,1,2,5,1,0
2,7,151,7,3,2,1,5,4,1
2,6,176,32,0,0,1,13,5,0
0,10,230,12,3,3,0,0,2,0
3,1,169,3,0,2,1,15,1,0
0,1,270,173,3,1,1,14,4,1
3,3,250,56,2,1,1,4,3,1
3,7,77,10,2,1,2,8,4,1
3,2,28,24,5,0,2,4,0,0
0,9,161,38,5,1,0,3,3,1
2,5,61,43,3,2,0,7,5,0
1,7,59,48,5,3,1,1,5,0
0,5,220,214,1,2,0,12,2,0
3,3,214,98,4,1,1,1,0,0
3,5,127,55,2,3,0,12,5,1
3,3,16,2,3,1,2,9,3,0
2,2,274,135,1,1,0,7,4,1
0,5,94,83,2,2,2,1,5,0
3,9,155,8,0,3,2,0,4,0
0,7,122,69,0,3,1,2,5,1
2,3,264,226,5,0,0,0,5,0
3,5,146,126,3,0,1,8,2,1
0,5,258,243,1,3,0,4,5,0
0,8,89,13,1,0,0,3,1,0
3,2,97,45,3,2,2,9,4,1
2,1,216,117,4,0,2,5,0,0
1,8,260,95,3,3,0,10,2,0
2,2,158,141,0,3,2,14,0,0
1,0,53,48,1,3,2,15,0,0
0,7,233,121,4,0,1,15,0,1
3,10,272,241,3,1,0,1,3,0
3,7,192,32,2,0,2,6,1,0
1,2,213,45,2,3,0,8,0,0
0,5,238,69,0,1,0,13,0,0
3,1,32,3,4,0,1,7,5,1
1,5,95,86,5,3,0,3,3,1
0,3,184,49,0,2,2,6,2,1
0,7,154,105,4,3,1,15,0,0
2,3,297,245,2,1,0,10,4,0
1,9,105,93,2,1,2,14,0,1
3,0,46,24,3,0,2,12,5,1
2,4,150,82,5,3,0,9,5,0
1,10,290,183,3,1,1,7,4,1
1,0,121,82,1,0,2,14,2,0
2,3,264,82,1,1,0,1,5,1
1,0,77,22,2,1,0,13,0,0
2,9,27,13,3,2,2,13,5,1
0,3,31,17,5,0,1,3,0,0
0,0,271,234,5,3,2,3,1,0
3,7,78,6,4,2,0,3,1,1
2,4,181,146,3,0,2,6,5,1
1,6,202,1,2,3,2,1,5,1
1,2,116,52,1,0,1,11,5,1
3,4,21,18,0,2,2,12,4,0
0,2,12,3,2,0,2,3,0,1
2,2,300,120,3,1,2,2,3,1
3,9,295,106,1,1,0,8,5,0
1,10,99,81,4,0,0,10,2,0
2,4,43,2,5,0,2,14,0,1
0,2,153,108,0,2,1,12,2,0
1,4,167,17,4,1,2,6,4,0
2,5,117,59,3,0,2,10,5,0
3,5,144,100,5,1,0,13,1,0
0,2,28,20,3,1,0,6,4,1
0,1,282,196,5,0,2,11,1,0
3,1,65,12,3,2,1,2,2,0
0,5,94,50,1,1,0,10,3,0
1,5,185,78,2,2,2,2,0,0
1,2,11,8,3,3,0,0,0,0
0,5,152,113,3,2,0,3,0,1
1,7,138,31,3,1,1,4,3,1
3,9,235,27,4,3,0,10,0,0
2,8,218,187,0,0,1,8,4,0
2,2,280,254,1,1,2,3,5,0
1,2,61,53,4,2,2,5,3,0
0,7,186,153,4,2,2,11,5,1
1,0,34,23,3,2,0,2,2,1
3,8,98,42,5,1,0,7,5,1
0,4,151,77,3,2,0,13,0,0
0,5,236,117,2,0,1,12,3,1
3,2,166,85,1,0,2,11,0,1
0,4,52,39,5,0,2,8,1,1
1,1,111,5,3,1,0,13,4,1
1,5,12,11,1,2,1,11,0,1
0,5,86,62,0,0,0,14,3,1
1,5,46,17,1,3,0,9,1,0
0,5,294,206,4,3,0,14,2,1
1,2,183,1,0,0,1,3,2,0
2,2,98,59,5,1,0,9,1,1
2,9,267,70,1,0,0,7,5,0
0,1,30,21,5,1,1,3,0,1
1,5,75,11,3,1,0,4,4,0
0,9,186,88,0,3,0,14,5,1
2,9,35,0,0,0,1,4,5,0
0,7,163,126,3,2,1,5,2,0
1,7,290,138,4,1,0,0,4,1
1,10,288,98,0,3,0,13,4,0
0,9,46,0,1,0,2,0,4,0
1,3,208,89,4,1,0,6,3,1
2,1,165,113,5,2,0,3,1,0
1,8,160,21,0,3,0,11,5,0
1,5,94,73,3,2,1,12,2,1
0,1,152,66,5,3,0,15,1,0
3,6,233,123,3,1,0,14,5,0
3,3,18,6,3,3,0,15,5,0
1,1,134,94,0,3,0,8,1,1
0,8,294,66,2,2,0,8,4,1
1,9,277,34,4,1,2,7,0,0
0,10,172,142,3,1,2,4,1,0
0,6,57,21,5,3,0,4,5,1
1,6,223,8,2,2,2,7,4,0
1,5,94,31,0,3,2,8,1,1
3,9,243,70,5,0,0,9,2,1
0,5,13,1,0,1,2,12,5,0
1,5,28,26,2,2,2,12,2,0
2,3,216,93,5,3,0,15,1,0
2,3,23,2,2,0,0,4,4,0
2,3,178,23,1,0,0,7,2,0
3,7,214,59,5,3,1,5,4,1
2,10,268,109,0,2,1,2,0,0
0,6,72,49,1,1,0,8,5,0
3,10,99,3,0,2,1,5,2,0
2,2,154,149,3,2,0,14,5,1
3,2,204,25,4,2,1,2,4,0
3,7,158,9,4,1,0,7,5,1
0,1,12,12,1,2,1,9,3,1
0,2,173,100,4,2,0,1,4,0
2,4,67,9,3,0,1,0,1,0
2,5,30,30,0,3,0,9,5,1
1,8,232,133,4,1,1,1,0,1
3,10,127,125,4,2,2,13,3,1
1,2,187,4,2,0,1,12,5,1
3,6,11,10,4,0,1,10,1,0
1,2,299,169,3,2,2,6,4,0
2,6,49,27,1,1,2,3,2,0
0,1,133,38,0,0,2,15,2,1
2,5,14,13,1,1,2,6,0,1
2,9,30,9,1,3,0,0,3,1
2,8,207,55,3,1,0,8,5,1
3,7,200,23,1,2,0,0,3,1
0,7,130,39,2,2,0,1,1,0
2,4,13,12,3,1,0,14,1,1
1,5,71,70,3,1,0,1,4,1
0,4,249,226,1,0,2,8,2,1
0,0,251,124,1,2,2,4,1,0
0,1,49,19,0,3,2,2,0,1
1,2,121,65,0,3,1,12,4,1
1,4,209,191,1,0,2,6,5,0
0,3,74,43,4,1,0,0,1,1
3,1,284,70,1,2,1,5,2,0
3,5,54,12,5,1,1,0,2,0
3,9,251,56,3,2,0,3,3,1
1,4,47,35,1,2,2,2,0,1
1,8,212,51,1,2,1,14,3,0
0,0,274,218,0,2,1,2,3,0
0,8,268,11,4,1,1,15,0,0
2,3,186,139,2,2,0,15,5,0
3,4,69,27,4,2,2,7,4,0
3,6,246,130,2,2,1,12,4,0
1,4,138,75,0,0,1,0,1,1
3,1,150,141,0,1,0,8,5,0
3,5,27,8,5,1,1,3,2,1
1,8,152,14,0,0,1,11,2,0
0,5,169,64,2,1,2,4,2,0
3,9,267,27,1,3,1,3,4,0
0,6,164,66,0,0,1,9,0,1
3,0,195,13,5,2,2,7,0,0
0,7,137,101,5,2,2,12,3,1
2,2,260,93,5,3,0,5,3,1
0,1,294,275,1,0,2,4,0,0
0,3,178,66,4,0,2,7,4,1
2,4,265,54,0,2,1,4,4,1
0,3,141,21,0,2,2,7,1,0
3,2,199,176,0,3,2,11,4,1
1,9,67,19,3,1,1,0,2,1
2,7,160,141,4,2,0,6,1,0
0,5,298,76,2,3,0,14,1,0
1,7,228,183,5,0,0,2,2,0
2,9,183,17,1,2,1,2,0,0
1,6,41,12,3,3,0,8,3,1
3,1,93,24,3,3,0,13,1,0
2,2,209,174,5,0,0,10,0,1
3,7,211,65,5,0,1,6,4,1
0,1,176,67,1,1,1,7,1,0
1,1,201,102,4,1,2,10,5,0
3,2,49,1,2,3,1,13,0,0
2,2,159,23,5,0,0,2,3,0
2,8,105,90,3,2,2,0,2,0
0,1,135,115,0,1,0,4,4,0
2,2,292,225,0,3,1,4,5,0
1,3,152,61,2,0,1,0,1,0
0,3,63,13,0,0,1,4,4,1
3,7,199,191,2,1,0,15,0,0
2,3,281,123,4,2,1,2,5,1
1,4,192,119,5,3,1,10,2,0
0,5,195,21,2,0,2,0,3,1
1,10,198,171,5,2,2,8,0,1
0,9,165,143,3,1,0,15,3,1
0,2,78,37,3,0,2,10,2,0
3,1,158,111,0,3,2,2,0,0
1,3,284,103,5,0,0,8,1,1
1,6,44,17,4,2,1,9,3,0
0,10,157,89,0,3,0,6,5,1
0,8,33,11,5,3,2,0,0,1
0,0,39,39,1,2,0,13,0,0
3,9,45,18,5,1,1,5,0,1
0,7,143,105,5,1,2,3,2,1
2,4,93,86,5,3,1,11,4,0
1,9,45,19,4,3,1,15,1,0
1,6,194,128,2,0,2,5,3,0
3,4,21,19,3,1,1,12,1,1
1,8,254,186,1,0,1,11,3,1
0,9,212,156,4,1,0,11,5,0
2,6,222,118,2,0,2,7,2,1
2,4,110,33,2,2,2,13,3,0
1,6,214,159,2,2,1,6,5,1
0,4,153,21,1,0,2,11,2,0
3,2,13,13,2,2,0,3,2,1
3,2,35,5,1,2,1,12,5,1
3,5,103,14,0,0,0,5,1,0
2,3,17,8,4,3,2,9,2,1
2,6,77,44,4,0,1,4,5,1
2,2,254,161,5,0,0,3,2,0
1,5,197,186,2,0,0,14,5,1
0,0,127,11,3,2,1,0,1,0
2,4,222,164,3,1,2,9,3,1
0,1,293,92,2,2,0,13,2,0
0,9,46,18,3,2,1,7,1,0
2,9,26,9,0,2,2,6,1,0
2,0,300,116,0,0,1,0,2,0
2,9,21,10,2,3,1,15,1,1
3,1,141,59,0,0,2,9,3,0
1,6,96,14,0,3,2,3,4,1
0,10,245,180,1,1,2,9,3,1
1,8,174,8,0,0,1,6,4,0
2,0,210,73,2,0,2,9,3,0
1,9,172,35,5,2,2,3,1,0
3,5,14,0,4,3,2,6,4,1
0,2,117,51,4,1,0,12,1,1
3,3,114,85,3,3,0,11,4,1
0,5,245,177,1,1,0,8,0,0
3,5,164,67,3,3,1,10,5,0
0,3,148,5,1,2,1,3,2,0
0,1,113,72,3,3,1,15,0,0
2,3,42,24,4,0,2,13,5,1
2,9,260,164,4,3,2,2,2,0
0,8,156,121,5,2,1,12,2,1
0,4,79,24,0,0,1,14,4,1
1,5,27,18,3,1,2,8,2,0
0,1,253,40,1,0,1,7,0,1
2,2,82,74,3,3,2,6,5,1
0,0,36,32,5,1,1,4,3,1
0,3,158,31,1,3,0,11,2,0
1,2,81,15,2,1,1,14,1,1
2,6,249,188,5,0,0,12,1,0
3,5,79,21,5,1,2,5,0,0
2,10,104,61,4,0,1,2,4,0
1,10,47,3,4,1,1,1,5,0
2,8,16,1,4,3,0,12,4,1
1,1,17,16,4,2,0,2,3,1
1,9,32,25,5,3,1,0,1,1
0,7,270,224,3,3,2,14,1,0
2,10,278,59,1,0,2,13,2,0
3,10,45,38,1,3,2,15,0,1
3,7,292,217,1,2,1,0,5,1
1,10,84,71,4,0,0,2,4,1
0,3,134,67,5,0,1,15,3,0
1,4,13,13,2,0,1,1,4,0
1,9,112,2,1,2,0,13,2,1
3,4,193,27,5,2,2,14,2,1
1,7,125,113,4,2,1,4,1,0
3,2,249,120,1,0,0,7,2,0
2,6,284,226,2,3,2,15,2,0
2,10,270,106,0,0,0,11,4,0
1,7,88,75,3,0,0,6,2,0
1,4,254,106,1,1,2,4,1,1
2,0,19,7,0,0,2,2,2,0
1,4,236,235,5,0,0,7,3,1
3,5,182,132,0,2,1,10,5,1
0,0,42,6,5,0,2,3,3,0
0,0,206,72,3,3,0,6,0,0
2,5,181,156,0,1,0,6,0,0
2,2,296,20,4,3,1,5,0,1
3,6,146,16,4,0,1,2,1,1
3,4,29,27,0,3,0,15,0,0
2,4,115,15,1,2,2,7,5,0
3,7,71,28,1,1,2,12,3,1
3,8,256,241,5,3,2,1,3,1
3,3,107,90,3,2,1,14,5,0
3,0,146,109,5,0,2,0,4,1
2,6,199,97,0,3,2,11,4,1
3,9,184,1,4,1,0,13,1,1
3,4,286,144,0,3,2,2,0,0
2,9,140,106,3,3,0,10,1,0
0,3,164,25,5,1,2,14,0,1
0,9,88,6,0,3,1,5,1,1
1,5,31,0,2,3,2,15,1,0
3,10,40,34,1,0,1,10,2,1
3,2,254,144,0,3,2,6,2,0
2,4,145,138,2,3,0,14,1,0
3,5,169,163,4,3,1,7,1,1
1,3,223,70,0,2,0,3,3,1
3,8,210,21,2,1,2,6,3,0
0,5,164,147,1,1,1,3,1,0
2,4,34,17,5,0,1,4,3,0
2,1,288,222,1,2,0,8,0,0
1,6,52,11,3,0,0,12,1,1
1,6,209,185,2,3,2,6,2,1
2,6,181,111,2,3,1,5,2,1
3,10,299,229,5,2,2,3,5,0
3,6,298,172,2,1,0,1,0,1
1,6,225,114,3,3,0,9,1,1
0,4,244,16,5,0,2,9,1,0
0,7,109,43,4,1,2,12,1,1
1,0,141,141,3,3,1,14,0,0
2,4,129,2,0,0,1,13,4,1
2,10,57,16,3,0,1,15,0,1
2,7,49,19,4,2,0,13,5,1
3,9,249,130,4,3,1,11,3,0
3,2,69,26,5,2,1,9,5,0
3,4,188,107,1,0,0,13,2,1
3,2,70,43,2,0,0,6,3,0
2,0,21,4,1,0,1,15,3,0
0,9,251,69,1,1,0,6,1,0
2,5,153,72,5,3,1,10,5,1
2,1,64,29,5,3,1,7,1,0
2,3,241,22,2,0,1,10,0,1
2,10,10,8,1,3,0,13,4,0
2,9,102,20,5,1,0,1,4,1
1,0,278,63,1,1,2,11,0,1
1,10,159,3,4,2,2,1,5,0
0,2,32,21,1,3,0,14,5,1
1,3,142,60,3,0,0,11,2,0
2,10,78,10,1,3,0,14,5,0
0,10,284,221,5,3,2,0,4,0
1,7,238,6,0,0,1,9,3,0
